districtid,weekid,neighborhoodzscore,statezscore
383,16,-0.52,0.0
383,17,-1.13,0.0
383,18,-0.88,0.0
383,19,-0.82,0.0
383,20,-0.5,0.0
383,21,-0.98,0.0
383,22,-0.36,0.0
383,23,-0.44,0.0
383,24,-0.39,0.0
383,25,-0.96,0.0
384,1,0.0,0.0
384,2,0.0,0.0
384,3,0.0,0.0
384,4,0.0,0.0
384,5,0.0,0.0
384,6,0.0,0.0
384,7,-0.42,-0.41
384,8,0.15,-0.27
384,9,-0.1,-0.4
384,10,0.0,-0.18
384,11,1.6,-0.11
384,12,3.61,-0.24
384,13,2.44,-0.3
384,14,2.95,-0.24
384,15,2.25,-0.3
384,16,4.02,-0.1
384,17,0.98,-0.33
384,18,1.39,-0.41
384,19,0.71,-0.11
384,20,1.11,0.15
384,21,-0.43,-0.46
384,22,0.31,0.38
384,23,0.65,0.9
384,24,0.49,0.77
384,25,1.51,1.62
385,1,0.0,0.0
385,2,0.0,0.0
385,3,0.0,0.0
385,4,0.0,0.0
385,5,0.0,0.0
385,6,0.0,0.0
385,7,0.0,-0.19
385,8,-0.61,-0.3
385,9,1.17,-0.21
385,10,3.98,-0.18
385,11,-0.5,-0.23
385,12,-0.4,-0.2
385,13,-0.57,-0.21
385,14,-0.37,-0.23
385,15,-0.55,-0.28
385,16,-0.92,-0.31
385,17,-0.79,-0.44
385,18,-0.98,-0.57
385,19,-0.84,-0.64
385,20,-0.77,-0.76
385,21,-0.81,-0.65
385,22,-0.96,-0.64
385,23,-1.53,-0.56
385,24,-2.94,-0.59
385,25,-3.41,-0.6
386,1,0.0,0.0
386,2,0.0,0.0
386,3,0.0,0.0
386,4,0.0,0.0
386,5,0.0,0.0
386,6,0.0,0.0
386,7,0.23,0.81
386,8,-0.58,-0.47
386,9,0.75,1.7
386,10,-0.19,0.1
386,11,0.47,1.31
386,12,1.22,0.8
386,13,-0.19,-0.25
386,14,-0.39,-0.61
386,15,-0.8,-1.06
386,16,-0.73,-0.6
386,17,-0.57,-0.6
386,18,-0.4,-0.15
386,19,-0.1,0.08
386,20,-0.11,-0.03
386,21,0.41,0.41
386,22,-0.15,-0.13
386,23,-0.15,-0.36
386,24,-0.01,-0.17
386,25,-0.17,0.14
387,1,0.0,0.0
387,2,0.0,0.0
387,3,0.0,0.0
387,4,0.0,0.0
387,5,0.0,0.0
387,6,0.0,0.0
387,7,-0.69,-0.38
387,8,-0.55,-0.4
387,9,-0.56,-0.51
387,10,-0.52,-0.81
387,11,-1.14,-1.02
387,12,-0.84,-0.71
387,13,-0.67,-0.68
387,14,-1.22,-0.62
387,15,-2.22,-0.56
387,16,0.11,-0.13
387,17,0.31,-0.24
387,18,0.02,-0.41
387,19,0.22,-0.38
387,20,-0.4,-0.64
387,21,-0.66,-0.57
387,22,-0.68,-0.58
387,23,-0.76,-0.57
387,24,-0.73,-0.56
387,25,-0.55,-0.5
388,1,0.0,0.0
388,2,0.0,0.0
388,3,0.0,0.0
388,4,0.0,0.0
388,5,0.0,0.0
388,6,0.0,0.0
388,7,-0.45,-0.58
388,8,-0.63,-0.82
388,9,15.2,0.67
388,10,1.32,-0.44
388,11,0.93,-0.3
388,12,0.22,-0.55
388,13,1.3,-0.32
388,14,0.35,-0.34
388,15,0.0,-0.56
388,16,0.95,-0.51
388,17,1.22,-0.39
388,18,0.54,-0.44
388,19,2.81,-0.4
388,20,0.09,-0.42
388,21,-0.5,-0.58
388,22,-0.23,-0.63
388,23,-0.21,-0.59
388,24,0.02,-0.36
388,25,0.77,-0.22
389,1,0.0,0.0
389,2,0.0,0.0
389,3,0.0,0.0
389,4,0.0,0.0
389,5,0.0,0.0
389,6,0.0,0.0
389,7,8.44,-0.16
389,8,0.84,1.09
389,9,-0.74,-0.77
389,10,3.8,1.44
389,11,-0.32,1.14
389,12,-0.66,-0.01
389,13,-0.13,0.15
389,14,0.11,0.83
389,15,-0.53,-0.14
389,16,-0.25,-0.02
389,17,-0.67,-0.33
389,18,-0.56,-0.33
389,19,-0.4,-0.12
389,20,0.08,-0.24
389,21,2.65,1.23
389,22,2.05,0.84
389,23,0.19,0.25
389,24,0.17,0.28
389,25,-0.48,-0.18
390,1,0.0,0.0
390,2,0.0,0.0
390,3,0.0,0.0
390,4,0.0,0.0
390,5,0.0,0.0
390,6,0.0,0.0
390,7,-0.38,-0.24
390,8,-0.59,-0.34
390,9,-0.53,-0.29
390,10,-0.76,-0.35
390,11,-1.06,-0.36
390,12,-0.67,-0.4
390,13,-0.42,-0.38
390,14,0.22,-0.2
390,15,-0.62,-0.43
390,16,-0.77,-0.41
390,17,-0.4,-0.39
390,18,-0.38,-0.44
390,19,-0.41,-0.38
390,20,-0.19,-0.14
390,21,-0.33,-0.22
390,22,-0.32,-0.15
390,23,-0.45,-0.36
390,24,-0.36,-0.28
390,25,-0.51,-0.42
391,1,0.0,0.0
391,2,0.0,0.0
391,3,0.0,0.0
391,4,0.0,0.0
391,5,0.0,0.0
391,6,0.0,0.0
391,7,-0.83,-0.38
391,8,-1.44,-0.4
391,9,-0.25,-0.38
391,10,1.0,0.58
391,11,-2.52,-0.97
391,12,-1.26,-0.92
391,13,-1.45,-0.74
391,14,-0.78,-0.62
391,15,-0.35,-0.48
391,16,0.24,-0.26
391,17,-0.1,-0.36
391,18,0.14,-0.22
391,19,-0.69,-0.65
391,20,-0.74,-0.76
391,21,-0.63,-0.53
391,22,-0.56,-0.53
391,23,-0.46,-0.43
391,24,-0.55,-0.54
391,25,-0.55,-0.5
392,1,0.0,0.0
392,2,0.0,0.0
392,3,0.0,0.0
392,4,0.0,0.0
392,5,0.0,0.0
392,6,0.0,0.0
392,7,-0.57,-0.34
392,8,0.48,-0.02
392,9,-0.2,0.16
392,10,-1.16,-0.15
392,11,0.33,0.73
392,12,2.06,1.58
392,13,-0.78,-0.46
392,14,-0.96,-0.3
392,15,-0.84,-0.23
392,16,-0.91,-0.3
392,17,-1.04,-0.35
392,18,-1.11,-0.31
392,19,-1.1,-0.34
392,20,-0.79,-0.46
392,21,-0.66,-0.47
392,22,-1.05,-0.62
392,23,-0.91,-0.51
392,24,-0.69,-0.34
392,25,-0.59,-0.22
393,1,0.0,0.0
393,2,0.0,0.0
393,3,0.0,0.0
393,4,0.0,0.0
393,5,0.0,0.0
393,6,0.0,0.0
393,7,-0.47,-0.16
393,8,-0.87,-0.26
393,9,-0.68,-0.35
393,10,-0.49,-0.42
393,11,-0.34,-0.42
393,12,-1.01,-0.56
393,13,0.4,0.0
393,14,0.57,0.11
393,15,-1.1,-0.55
393,16,-0.03,-0.16
393,17,0.1,0.01
393,18,0.21,-0.14
393,19,-0.03,-0.24
393,20,0.91,-0.07
393,21,-0.2,-0.31
393,22,-0.93,-0.61
393,23,-1.17,-0.65
393,24,-0.7,-0.46
393,25,-0.39,-0.22
394,1,0.0,0.0
394,2,0.0,0.0
394,3,0.0,0.0
394,4,0.0,0.0
394,5,0.0,0.0
394,6,0.0,0.0
394,7,-0.46,-0.62
394,8,-0.37,0.47
394,9,2.58,2.1
394,10,1.69,1.69
394,11,-0.05,0.38
394,12,2.82,5.2
394,13,-1.29,-0.87
394,14,-1.65,-1.42
394,15,-1.72,-1.1
394,16,-1.54,-0.64
394,17,-0.37,-0.04
394,18,-0.14,-0.03
394,19,-0.33,-0.31
394,20,0.12,-0.22
394,21,-1.04,-0.43
394,22,-1.05,-0.57
394,23,-1.3,-0.67
394,24,-1.55,-0.83
394,25,-1.38,-0.75
395,1,0.0,0.0
395,2,0.0,0.0
395,3,0.0,0.0
395,4,0.0,0.0
395,5,0.0,0.0
395,6,0.0,0.0
395,7,0.33,-0.05
395,8,-0.33,-0.09
395,9,0.34,0.16
395,10,3.62,1.03
395,11,-0.21,-0.07
395,12,-0.49,-0.1
395,13,-0.53,-0.12
395,14,-0.8,-0.29
395,15,-0.28,-0.13
395,16,-0.27,-0.08
395,17,0.26,0.16
395,18,0.04,0.15
395,19,-0.43,-0.24
395,20,-0.27,-0.12
395,21,-0.39,-0.27
395,22,-0.44,-0.32
395,23,-0.53,-0.31
395,24,-0.51,-0.33
395,25,-0.49,-0.32
396,1,0.0,0.0
396,2,0.0,0.0
396,3,0.0,0.0
396,4,0.0,0.0
396,5,0.0,0.0
396,6,0.0,0.0
396,7,-0.35,0.05
396,8,-0.63,-0.22
396,9,-0.52,-0.09
396,10,-0.61,-0.16
396,11,-0.54,-0.09
396,12,-0.4,0.36
396,13,-0.48,0.13
396,14,-0.51,-0.01
396,15,-0.43,0.34
396,16,-0.44,-0.07
396,17,-0.44,-0.03
396,18,-0.44,0.19
396,19,-0.42,0.25
396,20,-0.44,0.17
396,21,-0.43,0.15
396,22,-0.43,0.21
396,23,-0.41,0.25
396,24,-0.41,0.26
396,25,-0.41,0.25
397,1,0.0,0.0
397,2,0.0,0.0
397,3,0.0,0.0
397,4,0.0,0.0
397,5,0.0,0.0
397,6,0.0,0.0
397,7,-0.44,-0.22
397,8,-0.42,-0.18
397,9,-0.4,-0.19
397,10,-0.42,-0.2
397,11,-0.43,-0.2
397,12,-0.44,-0.22
397,13,-0.43,-0.21
397,14,-0.45,-0.24
397,15,-0.49,-0.32
397,16,-0.45,-0.24
397,17,-0.42,-0.2
397,18,-0.39,-0.18
397,19,-0.52,-0.34
397,20,-0.57,-0.38
397,21,-0.55,-0.34
397,22,-0.62,-0.41
397,23,-0.7,-0.5
397,24,-0.65,-0.45
397,25,-0.72,-0.52
398,1,0.0,0.0
398,2,0.0,0.0
398,3,0.0,0.0
398,4,0.0,0.0
398,5,0.0,0.0
398,6,0.0,0.0
398,7,0.5,-0.16
398,8,-0.46,-0.16
398,9,-0.55,-0.22
398,10,-1.8,0.01
398,11,1.04,2.42
398,12,0.25,1.66
398,13,0.65,2.8
398,14,0.38,1.88
398,15,1.31,3.78
398,16,-0.27,0.64
398,17,-0.3,0.55
398,18,0.19,1.72
398,19,0.05,1.45
398,20,0.72,3.04
398,21,0.98,3.49
398,22,1.82,4.87
398,23,4.32,6.76
398,24,3.5,6.59
398,25,4.95,9.78
399,1,0.0,0.0
399,2,0.0,0.0
399,3,0.0,0.0
399,4,0.0,0.0
399,5,0.0,0.0
399,6,0.0,0.0
399,7,-0.78,-0.54
399,8,-0.5,-0.38
399,9,-0.43,-0.31
399,10,-3.91,-1.16
399,11,-0.41,0.26
399,12,-0.84,-0.78
399,13,-0.6,-0.45
399,14,-0.97,-0.77
399,15,0.73,0.77
399,16,-2.44,-0.57
399,17,1.89,2.44
399,18,-7.27,-1.0
399,19,-2.66,-1.01
399,20,-0.66,-0.35
399,21,-0.64,-0.33
399,22,-0.19,0.04
399,23,-0.54,-0.4
399,24,-0.78,-0.74
399,25,-0.53,-0.39
400,1,0.0,0.0
400,2,0.0,0.0
400,3,0.0,0.0
400,4,0.0,0.0
400,5,0.0,0.0
400,6,0.0,0.0
400,7,-0.45,-0.25
400,8,-0.45,-0.39
400,9,-0.45,-0.52
400,10,-1.99,-0.89
400,11,-0.67,-0.33
400,12,-0.73,-0.6
400,13,-0.86,-0.77
400,14,-0.57,-0.31
400,15,-0.85,-0.52
400,16,-0.7,-0.56
400,17,-0.87,-0.94
400,18,-0.54,-0.84
400,19,-0.58,-0.63
400,20,-0.66,-0.58
400,21,-0.21,-0.02
400,22,-0.63,-0.48
400,23,-0.57,-0.51
400,24,-0.43,-0.43
400,25,-0.58,-0.49
401,1,0.0,0.0
401,2,0.0,0.0
401,3,0.0,0.0
401,4,0.0,0.0
401,5,0.0,0.0
401,6,0.0,0.0
401,7,0.0,0.0
401,8,-0.86,-0.89
401,9,0.0,-0.66
401,10,-0.66,-0.59
401,11,-0.81,-0.79
401,12,-0.46,-0.8
401,13,-0.87,-0.93
401,14,-0.7,-0.92
401,15,-0.05,-0.61
401,16,2.93,1.44
401,17,-0.89,-0.62
401,18,-0.89,-0.58
401,19,-0.86,-0.76
401,20,-0.95,-1.0
401,21,-0.94,-1.52
401,22,-0.71,-1.42
401,23,-0.65,-0.88
401,24,-0.66,-0.91
401,25,-0.55,-1.11
402,1,0.0,0.0
402,2,0.0,0.0
402,3,0.0,0.0
402,4,0.0,0.0
402,5,0.0,0.0
402,6,0.0,0.0
402,7,0.0,0.0
402,8,0.0,0.0
402,9,0.0,0.0
402,10,0.0,0.0
402,11,-0.58,-0.48
402,12,0.75,-0.14
402,13,-1.16,-0.52
402,14,-0.58,-0.4
402,15,-1.52,-0.67
402,16,-0.98,-0.56
402,17,-0.88,-0.93
402,18,-1.75,-0.51
402,19,-0.87,-0.61
402,20,-0.67,-0.52
402,21,-0.62,-0.45
402,22,-0.67,-0.54
402,23,-0.57,-0.51
402,24,-1.6,-0.44
402,25,0.6,-0.35
403,1,0.0,0.0
403,2,0.0,0.0
403,3,0.0,0.0
403,4,0.0,0.0
403,5,0.0,0.0
403,6,0.0,0.0
403,7,-0.78,-0.62
403,8,0.0,-0.73
403,9,0.2,-0.34
403,10,-0.73,-1.19
403,11,-0.44,-0.05
403,12,-0.23,0.72
403,13,-0.52,-0.38
403,14,-0.89,-1.15
403,15,-0.58,-0.41
403,16,-0.33,-0.43
403,17,-0.64,-0.49
403,18,-0.79,-0.58
403,19,-1.37,-0.51
403,20,-0.44,-0.22
403,21,-1.06,-0.7
403,22,-0.89,-0.55
403,23,-1.56,-0.44
403,24,-0.53,0.1
403,25,-1.29,-0.21
404,1,0.0,0.0
404,2,0.0,0.0
404,3,0.0,0.0
404,4,0.0,0.0
404,5,0.0,0.0
404,6,0.0,0.0
404,7,-0.48,-0.58
404,8,-0.54,-0.93
404,9,-0.49,-0.64
404,10,-0.36,-0.58
404,11,-0.87,-1.4
404,12,-0.57,-1.18
404,13,-0.65,-1.03
404,14,-0.65,-1.18
404,15,-0.71,-0.88
404,16,-0.66,-0.97
404,17,-0.22,-0.69
404,18,-0.38,-0.63
404,19,-0.17,-0.69
404,20,-0.34,-0.54
404,21,-0.59,-0.79
404,22,-0.87,-0.9
404,23,-0.8,-0.83
404,24,-0.73,-0.73
404,25,0.31,-0.4
405,1,0.0,0.0
405,2,0.0,0.0
405,3,0.0,0.0
405,4,0.0,0.0
405,5,0.0,0.0
405,6,0.0,0.0
405,7,-1.19,-0.61
405,8,-0.58,-0.54
405,9,-1.41,-0.87
405,10,-0.91,-0.75
405,11,-1.38,-0.78
405,12,-1.55,-0.53
405,13,-1.31,-0.69
405,14,-1.09,-0.67
405,15,-0.68,-0.28
405,16,-0.78,-0.28
405,17,-0.68,-0.28
405,18,-0.74,-0.3
405,19,-1.26,-0.41
405,20,-1.06,-0.48
405,21,-1.0,-0.48
405,22,-0.83,-0.49
405,23,-1.13,-0.48
405,24,-1.0,-0.51
405,25,-0.99,-0.5
406,1,0.0,0.0
406,2,0.0,0.0
406,3,0.0,0.0
406,4,0.0,0.0
406,5,0.0,0.0
406,6,0.0,0.0
406,7,-0.5,-0.25
406,8,3.5,0.07
406,9,-1.0,0.09
406,10,0.02,2.59
406,11,-0.51,0.31
406,12,-0.66,0.04
406,13,2.16,1.46
406,14,0.39,0.71
406,15,-1.17,0.21
406,16,-0.69,0.18
406,17,-0.15,0.76
406,18,-1.07,0.19
406,19,-0.68,-0.25
406,20,-0.86,0.07
406,21,-1.51,-0.5
406,22,-0.56,-0.24
406,23,-0.92,-0.53
406,24,-0.36,-0.09
406,25,0.63,-0.05
407,1,0.0,0.0
407,2,-0.37,0.0
407,3,-0.4,0.0
407,4,-0.38,0.0
407,5,-0.38,0.0
407,6,-0.37,0.0
407,7,-0.38,0.0
407,8,-0.38,0.0
407,9,-0.45,0.0
407,10,-0.42,0.0
407,11,-0.37,1.39
407,12,-0.44,-0.82
407,13,-0.46,0.29
407,14,-0.48,-0.51
407,15,-0.43,0.74
407,16,-0.41,-0.23
407,17,-0.39,0.71
407,18,-0.4,0.32
407,19,-0.36,2.43
407,20,-0.37,1.65
407,21,-0.41,0.02
407,22,-0.36,3.14
407,23,-0.38,2.92
407,24,-0.37,19.23
407,25,-0.38,4.69
408,1,0.0,0.0
408,2,0.0,0.0
408,3,0.0,0.0
408,4,0.0,0.0
408,5,0.0,0.0
408,6,0.0,0.0
408,7,-0.68,-0.61
408,8,-0.95,-0.54
408,9,-0.44,-0.34
408,10,-0.63,-0.56
408,11,-0.69,-0.6
408,12,-0.83,-0.47
408,13,-0.17,-0.55
408,14,-0.5,-0.5
408,15,-0.39,-0.23
408,16,-0.66,-0.26
408,17,-0.51,-0.26
408,18,-0.54,-0.26
408,19,-0.67,-0.27
408,20,-0.55,-0.32
408,21,-0.52,-0.39
408,22,-0.46,-0.41
408,23,-0.45,-0.38
408,24,-0.53,-0.43
408,25,-0.54,-0.42
409,1,0.0,0.0
409,2,0.0,0.0
409,3,-0.58,0.0
409,4,-0.58,0.0
409,5,-0.58,0.0
409,6,-0.57,0.0
409,7,-0.58,0.0
409,8,-0.58,0.0
409,9,-0.58,0.0
409,10,-0.58,0.0
409,11,-0.58,0.0
409,12,-0.59,-0.45
409,13,-0.57,0.06
409,14,-0.59,-1.55
409,15,-0.58,-0.69
409,16,-0.58,-0.63
409,17,-0.58,-0.53
409,18,-0.58,-0.67
409,19,-0.58,-0.35
409,20,-0.58,-0.47
409,21,-0.58,0.15
409,22,-0.58,1.76
409,23,-0.58,0.9
409,24,-0.58,0.16
409,25,-0.58,0.38
410,1,0.0,0.0
410,2,0.0,0.0
410,3,0.0,0.0
410,4,0.0,0.0
410,5,0.0,0.0
410,6,0.0,0.0
410,7,-0.09,-0.23
410,8,-0.79,-0.29
410,9,-0.7,-0.3
410,10,8.13,-0.15
410,11,4.13,-0.19
410,12,3.25,-0.19
410,13,0.31,-0.32
410,14,0.11,-0.36
410,15,1.35,-0.37
410,16,-0.03,-0.39
410,17,1.4,-0.37
410,18,2.79,-0.23
410,19,2.32,-0.1
410,20,2.18,0.13
410,21,2.02,0.22
410,22,4.07,0.79
410,23,1.82,0.3
410,24,1.8,0.34
410,25,0.76,0.18
411,1,0.0,0.0
411,2,0.0,0.0
411,3,0.0,0.0
411,4,0.0,0.0
411,5,0.0,0.0
411,6,0.0,0.0
411,7,0.0,0.0
411,8,4.43,9.63
411,9,3.22,7.62
411,10,2.89,7.04
411,11,2.76,5.79
411,12,1.95,4.85
411,13,3.51,6.71
411,14,6.37,8.5
411,15,2.46,4.77
411,16,2.65,5.53
411,17,2.16,5.15
411,18,1.93,5.16
411,19,1.88,5.22
411,20,1.75,5.18
411,21,1.56,4.76
411,22,1.4,4.4
411,23,0.84,3.42
411,24,0.82,3.38
411,25,0.59,2.86
412,1,0.0,0.0
412,2,0.0,0.0
412,3,0.0,0.0
412,4,0.0,0.0
412,5,0.0,0.0
412,6,0.0,0.0
412,7,5.5,1.91
412,8,-0.5,-0.47
412,9,-0.51,-0.84
412,10,-0.39,-0.14
412,11,-0.68,-0.43
412,12,2.15,0.65
412,13,-0.48,-0.29
412,14,0.05,1.95
412,15,0.07,0.44
412,16,-0.42,0.07
412,17,-1.17,-0.61
412,18,-1.08,-0.33
412,19,-0.22,0.78
412,20,-0.9,-0.32
412,21,-0.92,-0.65
412,22,-0.74,-0.52
412,23,-0.71,-0.53
412,24,-0.44,-0.1
412,25,-0.37,-0.11
413,1,0.0,0.0
413,2,0.0,0.0
413,3,0.0,0.0
413,4,0.0,0.0
413,5,0.0,0.0
413,6,0.0,0.0
413,7,0.0,-0.19
413,8,0.0,-0.3
413,9,0.0,-0.3
413,10,-0.5,-0.85
413,11,-0.62,-0.6
413,12,-0.79,-0.82
413,13,-0.45,-0.8
413,14,-0.18,-0.72
413,15,-0.79,-0.78
413,16,-1.87,-0.7
413,17,-1.19,-0.58
413,18,-1.0,-0.41
413,19,0.34,-0.15
413,20,0.02,-0.23
413,21,-0.08,-0.25
413,22,-0.17,-0.27
413,23,-0.95,-0.42
413,24,-1.13,-0.38
413,25,-1.01,-0.44
414,1,0.0,0.0
414,2,0.0,0.0
414,3,0.0,0.0
414,4,0.0,0.0
414,5,0.0,0.0
414,6,0.0,0.0
414,7,-0.61,-0.61
414,8,-0.56,-0.54
414,9,-0.85,-0.87
414,10,-0.92,-0.7
414,11,-0.61,-0.78
414,12,-0.57,-0.52
414,13,-0.6,-0.58
414,14,-0.59,-0.5
414,15,-0.49,-0.21
414,16,-0.71,-0.29
414,17,-0.76,-0.27
414,18,-0.57,-0.24
414,19,-1.38,-0.34
414,20,-0.6,-0.31
414,21,-0.46,-0.15
414,22,-0.49,-0.19
414,23,-0.31,-0.17
414,24,-0.04,-0.09
414,25,-0.08,-0.15
415,1,0.0,0.0
415,2,0.0,0.0
415,3,0.0,0.0
415,4,0.0,0.0
415,5,0.0,0.0
415,6,0.0,0.0
415,7,0.0,-0.16
415,8,-0.43,-0.31
415,9,-0.49,-0.41
415,10,-1.12,-0.7
415,11,0.09,-0.65
415,12,0.07,-0.66
415,13,-0.53,-0.74
415,14,-0.72,-0.71
415,15,-0.58,-0.6
415,16,-0.5,-0.3
415,17,-0.47,-0.33
415,18,-0.29,-0.03
415,19,-0.45,-0.05
415,20,-0.37,0.12
415,21,-0.53,-0.07
415,22,-0.43,0.31
415,23,-0.41,0.2
415,24,-0.46,0.06
415,25,-0.38,-0.0
416,1,0.0,0.0
416,2,0.0,0.0
416,3,0.0,0.0
416,4,0.0,0.0
416,5,0.0,0.0
416,6,0.0,0.0
416,7,-0.41,-0.19
416,8,0.0,-0.3
416,9,-0.5,-0.3
416,10,0.85,1.22
416,11,-0.67,-0.53
416,12,1.63,1.82
416,13,2.31,2.95
416,14,1.54,1.75
416,15,3.6,1.33
416,16,-0.88,-0.63
416,17,0.32,0.16
416,18,-0.78,-0.45
416,19,0.02,-0.18
416,20,-0.69,-0.33
416,21,-0.72,-0.38
416,22,-0.25,-0.2
416,23,-0.86,-0.32
416,24,-0.77,-0.34
416,25,-0.63,-0.24
417,1,0.0,0.0
417,2,0.0,0.0
417,3,0.0,0.0
417,4,0.0,0.0
417,5,0.0,0.0
417,6,0.0,0.0
417,7,-0.68,-0.19
417,8,-0.37,-0.3
417,9,0.28,0.7
417,10,-0.33,-0.21
417,11,1.64,1.1
417,12,-0.42,-0.4
417,13,-0.37,-0.51
417,14,-0.23,-0.54
417,15,-0.46,-0.69
417,16,-0.19,-0.53
417,17,-0.28,-0.35
417,18,-0.35,-0.41
417,19,-0.87,-0.38
417,20,-0.19,-0.28
417,21,-0.56,-0.38
417,22,-1.19,-0.39
417,23,0.31,-0.2
417,24,-0.63,-0.41
417,25,-0.31,-0.36
418,1,0.0,0.0
418,2,0.0,0.0
418,3,0.0,0.0
418,4,0.0,0.0
418,5,0.0,0.0
418,6,0.0,0.0
418,7,3.29,0.65
418,8,0.17,-0.02
418,9,13.75,0.69
418,10,4.59,0.0
418,11,0.68,0.31
418,12,1.08,0.03
418,13,2.56,-0.24
418,14,0.27,-0.62
418,15,12.16,0.03
418,16,11.17,0.26
418,17,2.17,-0.48
418,18,6.09,0.34
418,19,8.6,0.24
418,20,13.82,1.02
418,21,12.15,1.94
418,22,21.9,2.88
418,23,8.07,0.81
418,24,19.17,1.47
418,25,6.8,2.21
419,1,0.0,0.0
419,2,0.0,0.0
419,3,0.0,0.0
419,4,0.0,0.0
419,5,0.0,0.0
419,6,0.0,0.0
419,7,2.5,1.91
419,8,-0.5,-0.47
419,9,0.86,-0.66
419,10,0.86,-0.46
419,11,-0.58,-0.76
419,12,-0.78,-1.05
419,13,-0.44,-0.74
419,14,0.39,0.26
419,15,-0.03,-0.02
419,16,-0.83,-0.9
419,17,-1.34,-0.94
419,18,-1.37,-0.61
419,19,-0.16,-0.32
419,20,0.33,-0.18
419,21,-0.74,-0.7
419,22,-0.0,-0.42
419,23,0.31,-0.14
419,24,0.03,-0.35
419,25,0.48,0.07
420,1,0.0,0.0
420,2,0.0,0.0
420,3,0.0,0.0
420,4,0.0,0.0
420,5,0.0,0.0
420,6,0.0,0.0
420,7,-1.19,-1.02
420,8,-0.83,-0.47
420,9,-0.22,0.19
420,10,-0.26,-0.06
420,11,-0.14,-0.48
420,12,0.01,-0.53
420,13,0.39,0.37
420,14,0.64,0.1
420,15,-0.12,-0.81
420,16,-0.37,-0.57
420,17,-0.16,-0.55
420,18,0.91,-0.26
420,19,1.33,-0.04
420,20,0.81,0.02
420,21,0.98,0.24
420,22,0.22,0.07
420,23,0.16,-0.07
420,24,0.5,0.22
420,25,1.36,0.74
421,1,0.0,0.0
421,2,0.0,0.0
421,3,0.0,0.0
421,4,0.0,0.0
421,5,0.0,0.0
421,6,0.0,0.0
421,7,0.0,0.0
421,8,0.0,0.0
421,9,0.0,0.0
421,10,0.0,0.0
421,11,-0.44,-0.27
421,12,-0.45,-0.28
421,13,0.0,-0.32
421,14,-0.45,-0.43
421,15,-0.45,-0.42
421,16,-0.45,-0.35
421,17,-0.59,-0.34
421,18,-0.46,-0.29
421,19,-0.47,-0.3
421,20,-0.49,-0.54
421,21,-0.45,-0.72
421,22,-0.54,-0.76
421,23,-0.74,-0.7
421,24,-0.49,-0.61
421,25,-0.5,-0.57
422,1,-0.58,0.0
422,2,-0.58,0.0
422,3,-0.58,0.0
422,4,-0.58,0.0
422,5,-0.58,0.0
422,6,-0.58,0.0
422,7,0.52,1.09
422,8,0.43,1.57
422,9,-0.52,0.24
422,10,-0.46,1.27
422,11,-0.5,0.52
422,12,-0.61,0.7
422,13,-0.48,1.4
422,14,-0.47,1.53
422,15,-0.6,0.02
422,16,-0.58,0.18
422,17,-0.61,-0.32
422,18,-0.7,-0.65
422,19,-1.41,-0.83
422,20,-1.86,-1.33
422,21,-1.01,-1.39
422,22,-1.25,-1.73
422,23,-1.56,-2.38
422,24,-1.01,-2.55
422,25,-1.05,-2.6
423,1,0.0,0.0
423,2,0.0,0.0
423,3,0.0,0.0
423,4,0.0,0.0
423,5,0.0,0.0
423,6,0.0,0.0
423,7,-0.46,-0.2
423,8,-0.18,-0.28
423,9,-0.38,-0.21
423,10,-0.69,-0.21
423,11,-0.5,-0.22
423,12,-0.54,-0.2
423,13,-0.81,-0.21
423,14,-0.72,-0.23
423,15,-0.63,-0.26
423,16,-0.45,-0.3
423,17,-0.46,-0.42
423,18,-0.43,-0.51
423,19,-0.45,-0.52
423,20,-0.5,-0.61
423,21,-0.49,-0.56
423,22,-0.52,-0.64
423,23,-0.5,-0.62
423,24,-0.48,-0.57
423,25,-0.47,-0.51
424,1,0.0,0.0
424,2,0.0,0.0
424,3,0.0,0.0
424,4,0.0,0.0
424,5,0.0,0.0
424,6,0.0,0.0
424,7,-0.29,-0.17
424,8,-0.01,0.16
424,9,6.14,7.38
424,10,1.4,2.22
424,11,3.7,1.51
424,12,0.46,0.82
424,13,3.64,3.54
424,14,0.17,0.25
424,15,1.14,0.44
424,16,0.96,0.48
424,17,1.7,0.31
424,18,0.37,0.01
424,19,1.38,0.4
424,20,-0.7,-0.44
424,21,-0.2,-0.44
424,22,0.06,-0.42
424,23,-0.03,-0.37
424,24,-0.17,-0.46
424,25,-0.46,-0.49
425,1,0.0,0.0
425,2,0.0,0.0
425,3,0.0,0.0
425,4,0.0,0.0
425,5,0.0,0.0
425,6,0.0,0.0
425,7,0.0,0.0
425,8,-0.92,-0.89
425,9,-0.45,-0.66
425,10,-0.53,-0.53
425,11,-0.61,-0.79
425,12,-0.45,-0.64
425,13,-0.6,-0.93
425,14,-0.59,-0.92
425,15,-0.57,-0.77
425,16,-1.21,-1.25
425,17,-0.44,-0.5
425,18,0.1,-0.33
425,19,-0.99,-0.73
425,20,-0.72,-0.78
425,21,1.03,0.17
425,22,2.81,1.54
425,23,0.0,-0.42
425,24,-0.43,-0.77
425,25,-0.59,-1.14
426,1,0.0,0.0
426,2,0.0,0.0
426,3,0.0,0.0
426,4,0.0,0.0
426,5,0.0,0.0
426,6,0.0,0.0
